DATE_TIME,AC_POWER,DC_POWER
11-01-2020 09:00,39.21601,39.80831
11-01-2020 09:15,47.6956,48.422574
11-01-2020 09:30,51.04507,51.848914
11-01-2020 09:45,54.22383,55.081707
11-01-2020 10:00,58.26487,59.20328
11-01-2020 10:15,58.46626,59.452324
11-01-2020 10:30,61.31452,62.3675
11-01-2020 10:45,41.7932,42.560094
11-01-2020 11:00,50.92405,51.844
11-01-2020 11:15,46.10648,46.974188
11-01-2020 11:30,30.42933,31.027314
11-01-2020 11:45,53.30254,54.28006
11-01-2020 12:00,54.60195,55.61612
11-01-2020 12:15,84.54238,86.13109
11-01-2020 12:30,20.90467,21.394727
11-01-2020 12:45,68.20197,69.50637
11-01-2020 13:00,66.99822,68.2856
11-01-2020 13:15,94.84427,96.68775
11-01-2020 13:30,95.61227,97.483305
11-01-2020 13:45,91.44064,93.18937
11-01-2020 14:00,85.8985,87.594484
11-01-2020 14:15,82.71945,84.34874
11-01-2020 14:30,71.12052,72.461266
11-01-2020 14:45,67.10532,68.341664
11-01-2020 15:00,67.9392,69.16868
11-01-2020 15:15,53.06551,54.044016
11-01-2020 15:30,27.13519,27.657127
11-01-2020 15:45,35.4046,36.00633
11-01-2020 16:00,31.60272,32.161807
11-01-2020 16:15,11.86514,12.209187
11-01-2020 16:30,15.62117,15.952493
11-01-2020 16:45,19.85036,20.219494
11-01-2020 17:00,9.04127,9.293333
11-01-2020 17:15,4.7799,4.9227266
11-01-2020 17:30,2.78051,2.8615667
11-01-2020 17:45,1.12765,1.15744
11-01-2020 18:00,0.08043,0.08130666
11-01-2020 18:15,0,0
12-01-2020 06:15,0,0
12-01-2020 06:30,0.13088,0.13116667
12-01-2020 06:45,0.64068,0.65585333
12-01-2020 07:00,2.86473,2.9468066
12-01-2020 07:15,5.27807,5.43434
12-01-2020 07:30,4.51231,4.6466
12-01-2020 07:45,10.42775,10.643561
12-01-2020 08:00,15.54947,15.83496
12-01-2020 08:15,18.51124,18.828494
12-01-2020 08:30,23.17831,23.550707
12-01-2020 08:45,30.54989,31.021146
12-01-2020 09:00,30.32132,30.82838
12-01-2020 09:15,45.63881,46.358848
12-01-2020 09:30,51.98029,52.814414
12-01-2020 09:45,57.81934,58.76549
12-01-2020 10:00,58.94515,59.93478
12-01-2020 10:15,51.10885,51.998207
12-01-2020 10:30,65.82822,66.988984
12-01-2020 10:45,30.831,31.418506
12-01-2020 11:00,36.39721,37.053707
12-01-2020 11:15,36.50957,37.164633
12-01-2020 11:30,66.96184,68.11812
12-01-2020 11:45,59.41109,60.46726
12-01-2020 12:00,65.83599,66.97971
12-01-2020 12:15,67.96013,69.173555
12-01-2020 12:30,63.23625,64.3669
12-01-2020 12:45,76.12392,77.502055
12-01-2020 13:00,68.48436,69.726586
12-01-2020 13:15,70.75061,72.014445
12-01-2020 13:30,73.40311,74.71171
12-01-2020 13:45,48.61778,49.507918
12-01-2020 14:00,62.73386,63.83374
12-01-2020 14:15,61.44056,62.5102
12-01-2020 14:30,55.65732,56.637668
12-01-2020 14:45,53.90965,54.82412
12-01-2020 15:00,54.52023,55.444734
12-01-2020 15:15,48.57927,49.40685
12-01-2020 15:30,38.17206,38.857492
